understat_match_id,understat_player_id,understat_team,player_name,minute,x,y,xg,result,shot_type,situation,side,last_action,player_assisted,season,source
28785,6857,Nottingham Forest,Morgan Gibbs-White,62,96.28,35.43,0.4769,Off T,Right Foot,Open Play,h,Cross,Callum Hudson-Odoi,2025,understat
28785,6857,Nottingham Forest,Morgan Gibbs-White,64,79.8,41.14,0.0226,Off T,Right Foot,Open Play,h,Pass,Callum Hudson-Odoi,2025,understat
28785,11772,Brentford,Yehor Yarmolyuk,23,85.57,36.18,0.0438,Saved,Right Foot,Open Play,a,Pass,Thiago,2025,understat
28785,9733,Brentford,Nathan Collins,25,97.65,26.32,0.0132,Blocked,Head,From Corner,a,Aerial,Mathias Jensen,2025,understat
28785,7166,Brentford,Mathias Jensen,39,92.19,41.21,0.0751,Off T,Right Foot,Open Play,a,Pass,Rico Henry,2025,understat
28785,13222,Brentford,Thiago,39,96.6,30.87,0.1231,Blocked,Left Foot,Open Play,a,Rebound,Mathias Jensen,2025,understat
28785,10809,Brentford,Keane Lewis-Potter,50,84.63,33.25,0.045,Off T,Left Foot,Open Play,a,Tackle,,2025,understat
28785,10809,Brentford,Keane Lewis-Potter,53,89.57,42.43,0.0196,Off T,Head,Open Play,a,Aerial,,2025,understat
28785,9501,Brentford,Fabio Carvalho,58,84.32,25.57,0.0408,Off T,Right Foot,Open Play,a,Pass,Yehor Yarmolyuk,2025,understat
28785,10721,Brentford,Sepp van den Berg,72,97.33,34.0,0.1312,Saved,Head,Open Play,a,Pass,Michael Kayode,2025,understat
28785,10721,Brentford,Sepp van den Berg,74,95.65,31.96,0.0814,Blocked,Head,Open Play,a,Pass,Michael Kayode,2025,understat
28785,13222,Brentford,Thiago,77,92.92,34.0,0.7612,Goal,Right Foot,Penalty,a,Standard,,2025,understat
